CMDLINE python main.py
MEM 439.984375 1726230218.0525
MEM 439.984375 1726230218.1527
MEM 439.984375 1726230218.2530
MEM 439.984375 1726230218.3532
MEM 439.976562 1726230218.4535
MEM 439.976562 1726230218.5538
MEM 439.976562 1726230218.6541
MEM 439.976562 1726230218.7543
MEM 439.976562 1726230218.8545
MEM 439.976562 1726230218.9548
MEM 439.976562 1726230219.0551
MEM 439.976562 1726230219.1554
MEM 439.976562 1726230219.2557
MEM 439.976562 1726230219.3560
MEM 440.082031 1726230219.4563
MEM 440.082031 1726230219.5566
MEM 440.082031 1726230219.6569
MEM 440.082031 1726230219.7571
MEM 440.082031 1726230219.8573
MEM 440.082031 1726230219.9576
MEM 440.082031 1726230220.0578
MEM 440.082031 1726230220.1581
MEM 440.082031 1726230220.2584
MEM 440.082031 1726230220.3587
MEM 440.539062 1726230220.4590
MEM 440.539062 1726230220.5593
MEM 440.539062 1726230220.6596
MEM 440.539062 1726230220.7598
MEM 440.539062 1726230220.8601
MEM 440.539062 1726230220.9604
MEM 440.539062 1726230221.0606
MEM 440.539062 1726230221.1609
MEM 440.539062 1726230221.2612
MEM 440.539062 1726230221.3615
MEM 441.007812 1726230221.4618
MEM 441.007812 1726230221.5621
MEM 441.007812 1726230221.6624
MEM 441.007812 1726230221.7626
MEM 441.007812 1726230221.8629
MEM 441.007812 1726230221.9632
MEM 441.007812 1726230222.0635
MEM 441.007812 1726230222.1638
MEM 441.007812 1726230222.2640
MEM 441.007812 1726230222.3643
MEM 441.476562 1726230222.4646
MEM 441.476562 1726230222.5649
MEM 441.476562 1726230222.6652
MEM 441.476562 1726230222.7655
MEM 441.476562 1726230222.8658
MEM 441.476562 1726230222.9661
MEM 441.476562 1726230223.0664
MEM 441.476562 1726230223.1668
MEM 441.476562 1726230223.2671
MEM 441.476562 1726230223.3674
MEM 441.949219 1726230223.4677
MEM 441.949219 1726230223.5680
MEM 441.949219 1726230223.6683
MEM 441.949219 1726230223.7685
MEM 441.949219 1726230223.8687
MEM 441.949219 1726230223.9690
MEM 441.949219 1726230224.0693
MEM 441.949219 1726230224.1696
MEM 441.949219 1726230224.2698
MEM 441.949219 1726230224.3700
MEM 442.636719 1726230224.4703
MEM 442.636719 1726230224.5706
MEM 442.636719 1726230224.6708
MEM 442.636719 1726230224.7710
MEM 442.636719 1726230224.8719
MEM 442.636719 1726230224.9723
MEM 442.636719 1726230225.0725
MEM 442.636719 1726230225.1729
MEM 442.636719 1726230225.2731
MEM 442.636719 1726230225.3734
MEM 442.683594 1726230225.4737
MEM 442.683594 1726230225.5740
MEM 442.683594 1726230225.6743
MEM 442.683594 1726230225.7745
MEM 442.683594 1726230225.8747
MEM 442.683594 1726230225.9750
MEM 442.683594 1726230226.0752
MEM 442.683594 1726230226.1755
MEM 442.683594 1726230226.2757
MEM 442.683594 1726230226.3760
MEM 442.675781 1726230226.4763
MEM 442.675781 1726230226.5766
MEM 442.675781 1726230226.6768
MEM 442.675781 1726230226.7770
MEM 442.675781 1726230226.8772
MEM 442.675781 1726230226.9775
MEM 442.675781 1726230227.0778
MEM 442.675781 1726230227.1780
MEM 442.675781 1726230227.2783
MEM 442.675781 1726230227.3785
MEM 442.769531 1726230227.4789
MEM 442.769531 1726230227.5792
MEM 442.769531 1726230227.6794
MEM 442.769531 1726230227.7797
MEM 442.769531 1726230227.8800
MEM 442.769531 1726230227.9803
MEM 442.769531 1726230228.0805
MEM 442.769531 1726230228.1807
MEM 442.769531 1726230228.2810
MEM 442.769531 1726230228.3812
MEM 443.238281 1726230228.4815
MEM 443.238281 1726230228.5818
MEM 443.238281 1726230228.6820
MEM 443.238281 1726230228.7823
MEM 443.238281 1726230228.8825
MEM 443.238281 1726230228.9828
MEM 443.238281 1726230229.0831
MEM 443.238281 1726230229.1833
MEM 443.238281 1726230229.2836
MEM 443.238281 1726230229.3839
MEM 443.703125 1726230229.4842
MEM 443.703125 1726230229.5845
MEM 443.703125 1726230229.6848
MEM 443.703125 1726230229.7850
MEM 443.703125 1726230229.8853
MEM 443.703125 1726230229.9856
MEM 443.703125 1726230230.0859
MEM 443.703125 1726230230.1861
MEM 443.703125 1726230230.2864
MEM 443.703125 1726230230.3867
MEM 444.164062 1726230230.4870
MEM 444.164062 1726230230.5872
MEM 444.164062 1726230230.6874
MEM 444.164062 1726230230.7876
MEM 444.164062 1726230230.8879
MEM 444.164062 1726230230.9882
MEM 444.164062 1726230231.0884
MEM 444.164062 1726230231.1886
MEM 444.164062 1726230231.2889
MEM 444.164062 1726230231.3892
MEM 444.648438 1726230231.4895
MEM 444.648438 1726230231.5898
MEM 444.648438 1726230231.6901
MEM 444.648438 1726230231.7904
MEM 444.648438 1726230231.8906
MEM 444.648438 1726230231.9909
MEM 444.648438 1726230232.0911
MEM 444.648438 1726230232.1914
MEM 444.648438 1726230232.2916
MEM 444.648438 1726230232.3919
MEM 445.195312 1726230232.4922
MEM 445.195312 1726230232.5925
MEM 445.195312 1726230232.6927
MEM 445.195312 1726230232.7929
MEM 445.195312 1726230232.8932
MEM 445.195312 1726230232.9936
MEM 445.195312 1726230233.0939
MEM 445.195312 1726230233.1941
MEM 445.195312 1726230233.2944
MEM 445.195312 1726230233.3947
MEM 445.230469 1726230233.4950
MEM 445.230469 1726230233.5952
MEM 445.230469 1726230233.6955
MEM 445.230469 1726230233.7957
MEM 445.230469 1726230233.8960
MEM 445.230469 1726230233.9963
MEM 445.230469 1726230234.0966
MEM 445.230469 1726230234.1968
MEM 445.230469 1726230234.2971
MEM 445.230469 1726230234.3974
MEM 445.222656 1726230234.4976
MEM 445.222656 1726230234.5979
MEM 445.222656 1726230234.6981
MEM 445.222656 1726230234.7984
MEM 445.222656 1726230234.8987
MEM 445.222656 1726230234.9989
MEM 445.222656 1726230235.0992
MEM 445.222656 1726230235.1994
MEM 445.222656 1726230235.2997
MEM 445.222656 1726230235.4000
MEM 445.312500 1726230235.5003
MEM 445.312500 1726230235.6006
MEM 445.312500 1726230235.7008
MEM 445.312500 1726230235.8011
MEM 445.312500 1726230235.9014
MEM 445.312500 1726230236.0017
MEM 445.312500 1726230236.1020
MEM 445.312500 1726230236.2023
MEM 445.312500 1726230236.3025
MEM 445.312500 1726230236.4028
MEM 445.773438 1726230236.5031
MEM 445.773438 1726230236.6034
MEM 445.773438 1726230236.7036
MEM 445.773438 1726230236.8038
MEM 445.773438 1726230236.9041
MEM 445.773438 1726230237.0044
MEM 445.773438 1726230237.1047
MEM 445.773438 1726230237.2049
MEM 445.773438 1726230237.3052
MEM 445.773438 1726230237.4055
MEM 446.238281 1726230237.5058
MEM 446.238281 1726230237.6061
MEM 446.238281 1726230237.7063
MEM 446.238281 1726230237.8066
MEM 446.238281 1726230237.9069
MEM 446.238281 1726230238.0071
MEM 446.238281 1726230238.1075
MEM 446.238281 1726230238.2078
MEM 446.238281 1726230238.3080
MEM 446.238281 1726230238.4083
MEM 446.707031 1726230238.5086
MEM 446.707031 1726230238.6089
MEM 446.707031 1726230238.7091
MEM 446.707031 1726230238.8093
MEM 446.707031 1726230238.9096
MEM 446.707031 1726230239.0099
MEM 446.707031 1726230239.1102
MEM 446.707031 1726230239.2104
MEM 446.707031 1726230239.3107
MEM 446.707031 1726230239.4110
MEM 447.179688 1726230239.5113
MEM 447.179688 1726230239.6116
MEM 447.179688 1726230239.7118
MEM 447.179688 1726230239.8120
MEM 447.179688 1726230239.9123
MEM 447.179688 1726230240.0126
MEM 447.179688 1726230240.1129
MEM 447.179688 1726230240.2132
MEM 447.179688 1726230240.3134
MEM 447.179688 1726230240.4137
MEM 447.917969 1726230240.5140
MEM 447.917969 1726230240.6142
MEM 447.917969 1726230240.7145
MEM 447.917969 1726230240.8147
MEM 447.917969 1726230240.9149
MEM 447.917969 1726230241.0153
MEM 447.917969 1726230241.1155
MEM 447.917969 1726230241.2157
MEM 447.917969 1726230241.3160
MEM 447.917969 1726230241.4163
MEM 447.851562 1726230241.5166
MEM 447.851562 1726230241.6168
MEM 447.851562 1726230241.7170
MEM 447.851562 1726230241.8173
MEM 447.851562 1726230241.9176
MEM 447.851562 1726230242.0179
MEM 447.851562 1726230242.1181
MEM 447.851562 1726230242.2184
MEM 447.851562 1726230242.3187
MEM 447.851562 1726230242.4190
MEM 447.855469 1726230242.5193
MEM 447.855469 1726230242.6195
MEM 447.855469 1726230242.7198
MEM 447.855469 1726230242.8200
MEM 447.855469 1726230242.9203
MEM 447.855469 1726230243.0206
MEM 447.855469 1726230243.1208
MEM 447.855469 1726230243.2212
MEM 447.855469 1726230243.3214
MEM 447.855469 1726230243.4217
MEM 448.054688 1726230243.5220
MEM 448.054688 1726230243.6223
MEM 448.054688 1726230243.7226
MEM 448.054688 1726230243.8228
MEM 448.054688 1726230243.9230
MEM 448.054688 1726230244.0234
MEM 448.054688 1726230244.1236
MEM 448.054688 1726230244.2239
MEM 448.054688 1726230244.3241
MEM 448.054688 1726230244.4244
MEM 448.507812 1726230244.5247
MEM 448.507812 1726230244.6249
MEM 448.507812 1726230244.7251
MEM 448.507812 1726230244.8253
MEM 448.507812 1726230244.9256
MEM 448.507812 1726230245.0259
MEM 448.507812 1726230245.1262
MEM 448.507812 1726230245.2265
MEM 448.507812 1726230245.3267
MEM 448.507812 1726230245.4270
MEM 448.980469 1726230245.5272
MEM 448.980469 1726230245.6275
MEM 448.980469 1726230245.7277
MEM 448.980469 1726230245.8279
MEM 448.980469 1726230245.9282
MEM 448.980469 1726230246.0285
MEM 448.980469 1726230246.1288
MEM 448.980469 1726230246.2290
MEM 448.980469 1726230246.3293
MEM 448.980469 1726230246.4295
MEM 449.441406 1726230246.5298
MEM 449.441406 1726230246.6301
MEM 449.441406 1726230246.7303
MEM 449.441406 1726230246.8307
MEM 449.441406 1726230246.9310
MEM 449.441406 1726230247.0313
MEM 449.441406 1726230247.1315
MEM 449.441406 1726230247.2318
MEM 449.441406 1726230247.3320
MEM 449.441406 1726230247.4323
MEM 449.914062 1726230247.5326
MEM 449.914062 1726230247.6328
MEM 449.914062 1726230247.7331
MEM 449.914062 1726230247.8335
MEM 449.914062 1726230247.9338
MEM 449.914062 1726230248.0341
MEM 449.914062 1726230248.1344
MEM 449.914062 1726230248.2347
MEM 449.914062 1726230248.3350
MEM 449.914062 1726230248.4352
MEM 450.457031 1726230248.5356
MEM 450.457031 1726230248.6358
MEM 450.457031 1726230248.7360
MEM 450.457031 1726230248.8362
MEM 450.457031 1726230248.9365
MEM 450.457031 1726230249.0368
MEM 450.457031 1726230249.1371
MEM 450.457031 1726230249.2373
MEM 450.457031 1726230249.3376
MEM 450.457031 1726230249.4379
MEM 450.515625 1726230249.5382
MEM 450.515625 1726230249.6385
MEM 450.515625 1726230249.7387
MEM 450.515625 1726230249.8389
MEM 450.515625 1726230249.9392
MEM 450.515625 1726230250.0395
MEM 450.515625 1726230250.1397
MEM 450.515625 1726230250.2400
MEM 450.515625 1726230250.3403
MEM 450.515625 1726230250.4406
MEM 450.507812 1726230250.5409
MEM 450.507812 1726230250.6411
MEM 450.507812 1726230250.7413
MEM 450.507812 1726230250.8415
MEM 450.507812 1726230250.9418
MEM 450.507812 1726230251.0421
MEM 450.507812 1726230251.1423
MEM 450.507812 1726230251.2426
MEM 450.507812 1726230251.3429
MEM 450.507812 1726230251.4432
MEM 450.605469 1726230251.5435
MEM 450.605469 1726230251.6437
MEM 450.605469 1726230251.7439
MEM 450.605469 1726230251.8441
MEM 450.605469 1726230251.9444
MEM 450.605469 1726230252.0447
MEM 450.605469 1726230252.1450
MEM 450.605469 1726230252.2452
MEM 450.605469 1726230252.3455
MEM 450.605469 1726230252.4458
MEM 451.058594 1726230252.5461
MEM 451.058594 1726230252.6464
MEM 451.058594 1726230252.7466
MEM 451.058594 1726230252.8468
MEM 451.058594 1726230252.9471
MEM 451.058594 1726230253.0474
MEM 451.058594 1726230253.1476
MEM 451.058594 1726230253.2479
MEM 451.058594 1726230253.3481
MEM 451.058594 1726230253.4485
MEM 451.527344 1726230253.5488
MEM 451.527344 1726230253.6491
MEM 451.527344 1726230253.7493
MEM 451.527344 1726230253.8495
MEM 451.527344 1726230253.9498
MEM 451.527344 1726230254.0501
MEM 451.527344 1726230254.1504
MEM 451.527344 1726230254.2507
MEM 451.527344 1726230254.3510
MEM 451.527344 1726230254.4513
MEM 451.992188 1726230254.5516
MEM 451.992188 1726230254.6518
MEM 451.992188 1726230254.7520
MEM 451.992188 1726230254.8522
MEM 451.992188 1726230254.9525
MEM 451.992188 1726230255.0528
MEM 451.992188 1726230255.1530
MEM 451.992188 1726230255.2532
MEM 451.992188 1726230255.3535
MEM 451.992188 1726230255.4538
MEM 452.468750 1726230255.5541
MEM 452.468750 1726230255.6544
MEM 452.468750 1726230255.7546
MEM 452.468750 1726230255.8548
MEM 452.468750 1726230255.9551
MEM 452.468750 1726230256.0554
MEM 452.468750 1726230256.1557
MEM 452.468750 1726230256.2560
MEM 452.468750 1726230256.3563
MEM 452.468750 1726230256.4565
MEM 453.011719 1726230256.5569
MEM 453.011719 1726230256.6571
MEM 453.011719 1726230256.7573
MEM 453.011719 1726230256.8576
MEM 453.011719 1726230256.9578
MEM 453.011719 1726230257.0581
MEM 453.011719 1726230257.1584
MEM 453.011719 1726230257.2587
MEM 453.011719 1726230257.3590
MEM 453.011719 1726230257.4593
MEM 453.058594 1726230257.5596
MEM 453.058594 1726230257.6599
MEM 453.058594 1726230257.7601
MEM 453.058594 1726230257.8610
MEM 453.058594 1726230257.9613
MEM 453.058594 1726230258.0615
MEM 453.058594 1726230258.1618
MEM 453.058594 1726230258.2621
MEM 453.058594 1726230258.3624
MEM 453.058594 1726230258.4627
MEM 453.050781 1726230258.5631
MEM 453.050781 1726230258.6634
MEM 453.050781 1726230258.7636
MEM 453.050781 1726230258.8638
MEM 453.050781 1726230258.9641
MEM 453.050781 1726230259.0644
MEM 453.050781 1726230259.1647
MEM 453.050781 1726230259.2649
MEM 453.050781 1726230259.3652
MEM 455.050781 1726230259.4655
MEM 453.156250 1726230259.5658
MEM 453.156250 1726230259.6661
MEM 453.156250 1726230259.7663
MEM 453.156250 1726230259.8665
MEM 453.156250 1726230259.9668
MEM 453.156250 1726230260.0671
MEM 453.156250 1726230260.1674
MEM 453.156250 1726230260.2677
MEM 453.156250 1726230260.3679
MEM 455.406250 1726230260.4683
MEM 453.609375 1726230260.5686
MEM 453.609375 1726230260.6688
MEM 453.609375 1726230260.7690
MEM 453.609375 1726230260.8694
MEM 453.609375 1726230260.9697
MEM 453.609375 1726230261.0700
MEM 453.609375 1726230261.1702
MEM 453.609375 1726230261.2705
MEM 453.609375 1726230261.3708
MEM 455.859375 1726230261.4711
MEM 454.074219 1726230261.5714
MEM 454.074219 1726230261.6717
MEM 454.074219 1726230261.7719
MEM 454.074219 1726230261.8722
MEM 454.074219 1726230261.9724
MEM 454.074219 1726230262.0727
MEM 454.074219 1726230262.1729
MEM 454.074219 1726230262.2731
MEM 454.074219 1726230262.3734
MEM 456.324219 1726230262.4737
MEM 454.535156 1726230262.5740
MEM 454.535156 1726230262.6742
MEM 454.535156 1726230262.7745
MEM 454.535156 1726230262.8747
MEM 454.535156 1726230262.9750
MEM 454.535156 1726230263.0753
MEM 454.535156 1726230263.1755
MEM 454.535156 1726230263.2758
MEM 454.535156 1726230263.3761
MEM 456.785156 1726230263.4764
MEM 455.007812 1726230263.5767
MEM 455.007812 1726230263.6770
MEM 455.007812 1726230263.7773
MEM 455.007812 1726230263.8775
MEM 455.007812 1726230263.9778
MEM 455.007812 1726230264.0781
MEM 455.007812 1726230264.1784
MEM 455.007812 1726230264.2786
MEM 455.007812 1726230264.3789
MEM 457.515625 1726230264.4793
MEM 455.554688 1726230264.5796
MEM 455.554688 1726230264.6798
MEM 455.554688 1726230264.7801
MEM 455.554688 1726230264.8803
MEM 455.554688 1726230264.9806
MEM 455.554688 1726230265.0809
MEM 455.554688 1726230265.1811
MEM 455.554688 1726230265.2814
MEM 455.554688 1726230265.3817
MEM 457.554688 1726230265.4819
MEM 455.601562 1726230265.5823
MEM 455.601562 1726230265.6825
MEM 455.601562 1726230265.7828
MEM 455.601562 1726230265.8831
MEM 455.601562 1726230265.9834
MEM 455.601562 1726230266.0837
MEM 455.601562 1726230266.1840
MEM 455.601562 1726230266.2842
MEM 455.601562 1726230266.3845
MEM 455.593750 1726230266.4848
MEM 455.593750 1726230266.5851
MEM 455.593750 1726230266.6854
MEM 455.593750 1726230266.7856
MEM 455.593750 1726230266.8859
MEM 455.593750 1726230266.9861
MEM 455.593750 1726230267.0864
MEM 455.593750 1726230267.1867
MEM 455.593750 1726230267.2870
MEM 455.593750 1726230267.3872
MEM 455.683594 1726230267.4875
MEM 455.683594 1726230267.5878
MEM 455.683594 1726230267.6881
MEM 455.683594 1726230267.7884
MEM 455.683594 1726230267.8887
MEM 455.683594 1726230267.9890
MEM 455.683594 1726230268.0893
MEM 455.683594 1726230268.1896
MEM 455.683594 1726230268.2899
MEM 455.683594 1726230268.3901
MEM 456.148438 1726230268.4904
MEM 456.148438 1726230268.5907
MEM 456.148438 1726230268.6910
MEM 456.148438 1726230268.7913
MEM 456.148438 1726230268.8916
MEM 456.148438 1726230268.9919
MEM 456.148438 1726230269.0921
MEM 456.148438 1726230269.1924
MEM 456.148438 1726230269.2927
MEM 456.148438 1726230269.3930
MEM 456.617188 1726230269.4933
MEM 456.617188 1726230269.5936
MEM 456.617188 1726230269.6938
MEM 456.617188 1726230269.7940
MEM 456.617188 1726230269.8943
MEM 456.617188 1726230269.9945
MEM 456.617188 1726230270.0948
MEM 456.617188 1726230270.1950
MEM 456.617188 1726230270.2953
MEM 456.617188 1726230270.3957
MEM 457.082031 1726230270.4960
MEM 457.082031 1726230270.5963
MEM 457.082031 1726230270.6966
MEM 457.082031 1726230270.7969
MEM 457.082031 1726230270.8971
MEM 457.082031 1726230270.9973
MEM 457.082031 1726230271.0976
MEM 457.082031 1726230271.1979
MEM 457.082031 1726230271.2981
MEM 457.082031 1726230271.3984
MEM 457.550781 1726230271.4987
MEM 457.550781 1726230271.5990
MEM 457.550781 1726230271.6992
MEM 457.550781 1726230271.7994
MEM 457.550781 1726230271.8998
MEM 457.550781 1726230272.0000
MEM 457.550781 1726230272.1004
MEM 457.550781 1726230272.2007
MEM 457.550781 1726230272.3009
MEM 457.550781 1726230272.4012
MEM 458.101562 1726230272.5015
MEM 458.101562 1726230272.6018
MEM 458.101562 1726230272.7020
MEM 458.101562 1726230272.8022
MEM 458.101562 1726230272.9025
MEM 458.101562 1726230273.0028
MEM 458.101562 1726230273.1031
MEM 458.101562 1726230273.2034
MEM 458.101562 1726230273.3036
MEM 458.101562 1726230273.4040
MEM 458.246094 1726230273.5043
MEM 458.246094 1726230273.6046
MEM 458.246094 1726230273.7049
MEM 458.246094 1726230273.8051
MEM 458.246094 1726230273.9054
MEM 458.246094 1726230274.0057
MEM 458.246094 1726230274.1060
MEM 458.246094 1726230274.2063
MEM 458.246094 1726230274.3066
MEM 458.246094 1726230274.4069
MEM 458.250000 1726230274.5072
MEM 458.250000 1726230274.6075
MEM 458.250000 1726230274.7078
MEM 458.250000 1726230274.8080
MEM 458.250000 1726230274.9082
MEM 458.250000 1726230275.0085
MEM 458.250000 1726230275.1088
MEM 458.250000 1726230275.2093
MEM 458.250000 1726230275.3096
MEM 458.250000 1726230275.4099
MEM 458.441406 1726230275.5102
MEM 458.441406 1726230275.6105
MEM 458.441406 1726230275.7107
MEM 458.441406 1726230275.8110
MEM 458.441406 1726230275.9112
MEM 458.441406 1726230276.0115
MEM 458.441406 1726230276.1118
MEM 458.441406 1726230276.2120
MEM 458.441406 1726230276.3123
MEM 458.441406 1726230276.4126
MEM 458.902344 1726230276.5129
MEM 458.902344 1726230276.6132
MEM 458.902344 1726230276.7135
MEM 458.902344 1726230276.8137
MEM 458.902344 1726230276.9140
MEM 458.902344 1726230277.0142
MEM 458.902344 1726230277.1145
MEM 458.902344 1726230277.2148
MEM 458.902344 1726230277.3150
MEM 458.902344 1726230277.4154
MEM 459.367188 1726230277.5157
MEM 459.367188 1726230277.6159
MEM 459.367188 1726230277.7162
MEM 459.367188 1726230277.8164
MEM 459.367188 1726230277.9168
MEM 459.367188 1726230278.0170
MEM 459.367188 1726230278.1173
MEM 459.367188 1726230278.2176
MEM 459.367188 1726230278.3178
MEM 459.367188 1726230278.4181
MEM 459.843750 1726230278.5184
MEM 459.843750 1726230278.6187
MEM 459.843750 1726230278.7190
MEM 459.843750 1726230278.8192
MEM 459.843750 1726230278.9194
MEM 459.843750 1726230279.0198
MEM 459.843750 1726230279.1201
MEM 459.843750 1726230279.2204
MEM 459.843750 1726230279.3207
MEM 459.843750 1726230279.4210
MEM 460.316406 1726230279.5213
MEM 460.316406 1726230279.6216
MEM 460.316406 1726230279.7219
MEM 460.316406 1726230279.8221
MEM 460.316406 1726230279.9223
MEM 460.316406 1726230280.0226
MEM 460.316406 1726230280.1229
MEM 460.316406 1726230280.2232
MEM 460.316406 1726230280.3234
MEM 460.316406 1726230280.4237
MEM 460.867188 1726230280.5240
MEM 460.867188 1726230280.6243
MEM 460.867188 1726230280.7246
MEM 460.867188 1726230280.8249
MEM 460.867188 1726230280.9251
MEM 460.867188 1726230281.0254
MEM 460.867188 1726230281.1256
MEM 460.867188 1726230281.2259
MEM 460.867188 1726230281.3262
MEM 460.867188 1726230281.4265
MEM 460.914062 1726230281.5268
MEM 460.914062 1726230281.6271
MEM 460.914062 1726230281.7274
MEM 460.914062 1726230281.8276
MEM 460.914062 1726230281.9279
MEM 460.914062 1726230282.0282
MEM 460.914062 1726230282.1284
MEM 460.914062 1726230282.2287
MEM 460.914062 1726230282.3290
MEM 460.914062 1726230282.4293
MEM 460.906250 1726230282.5296
MEM 460.906250 1726230282.6298
MEM 460.906250 1726230282.7301
MEM 460.906250 1726230282.8304
MEM 460.906250 1726230282.9307
MEM 460.906250 1726230283.0310
MEM 460.906250 1726230283.1312
MEM 460.906250 1726230283.2315
MEM 460.906250 1726230283.3318
MEM 460.906250 1726230283.4321
MEM 460.988281 1726230283.5324
MEM 460.988281 1726230283.6327
MEM 460.988281 1726230283.7329
MEM 460.988281 1726230283.8332
MEM 460.988281 1726230283.9335
MEM 460.988281 1726230284.0337
MEM 460.988281 1726230284.1341
MEM 460.988281 1726230284.2344
MEM 460.988281 1726230284.3347
MEM 460.988281 1726230284.4350
MEM 461.464844 1726230284.5353
MEM 461.464844 1726230284.6356
MEM 461.464844 1726230284.7358
MEM 461.464844 1726230284.8361
MEM 461.464844 1726230284.9363
MEM 461.464844 1726230285.0366
MEM 461.464844 1726230285.1369
MEM 461.464844 1726230285.2371
MEM 461.464844 1726230285.3374
MEM 461.464844 1726230285.4376
MEM 461.933594 1726230285.5379
MEM 461.933594 1726230285.6382
MEM 461.933594 1726230285.7385
MEM 461.933594 1726230285.8387
MEM 461.933594 1726230285.9390
MEM 461.933594 1726230286.0393
MEM 461.933594 1726230286.1396
MEM 461.933594 1726230286.2398
MEM 461.933594 1726230286.3401
MEM 461.933594 1726230286.4405
MEM 462.394531 1726230286.5409
MEM 462.394531 1726230286.6411
MEM 462.394531 1726230286.7413
MEM 462.394531 1726230286.8416
MEM 462.394531 1726230286.9419
MEM 462.394531 1726230287.0421
MEM 462.394531 1726230287.1424
MEM 462.394531 1726230287.2427
MEM 462.394531 1726230287.3430
MEM 462.394531 1726230287.4432
MEM 462.867188 1726230287.5435
MEM 462.867188 1726230287.6438
MEM 462.867188 1726230287.7440
MEM 462.867188 1726230287.8443
MEM 462.867188 1726230287.9445
MEM 462.867188 1726230288.0448
MEM 462.867188 1726230288.1451
MEM 462.867188 1726230288.2454
MEM 462.867188 1726230288.3457
MEM 462.867188 1726230288.4460
MEM 463.414062 1726230288.5463
MEM 463.414062 1726230288.6466
MEM 463.414062 1726230288.7468
MEM 463.414062 1726230288.8471
MEM 463.414062 1726230288.9474
MEM 463.414062 1726230289.0479
MEM 463.414062 1726230289.1482
MEM 463.414062 1726230289.2485
MEM 463.414062 1726230289.3488
MEM 463.414062 1726230289.4491
MEM 463.453125 1726230289.5494
MEM 463.453125 1726230289.6497
MEM 463.453125 1726230289.7499
MEM 463.453125 1726230289.8502
MEM 463.453125 1726230289.9504
MEM 463.453125 1726230290.0507
MEM 463.453125 1726230290.1510
MEM 463.453125 1726230290.2513
MEM 463.453125 1726230290.3515
MEM 463.453125 1726230290.4518
MEM 463.445312 1726230290.5521
MEM 463.445312 1726230290.6524
MEM 463.445312 1726230290.7526
MEM 463.445312 1726230290.8529
MEM 463.445312 1726230290.9531
MEM 463.445312 1726230291.0534
MEM 463.445312 1726230291.1537
MEM 463.445312 1726230291.2539
MEM 463.445312 1726230291.3542
MEM 463.445312 1726230291.4544
MEM 463.539062 1726230291.5547
MEM 463.539062 1726230291.6550
MEM 463.539062 1726230291.7553
MEM 463.539062 1726230291.8555
MEM 463.539062 1726230291.9558
MEM 463.539062 1726230292.0560
MEM 463.539062 1726230292.1563
MEM 463.539062 1726230292.2565
MEM 463.539062 1726230292.3568
MEM 463.539062 1726230292.4570
MEM 463.996094 1726230292.5573
MEM 463.996094 1726230292.6576
MEM 463.996094 1726230292.7578
MEM 463.996094 1726230292.8581
MEM 463.996094 1726230292.9583
MEM 463.996094 1726230293.0586
MEM 463.996094 1726230293.1589
MEM 463.996094 1726230293.2592
MEM 463.996094 1726230293.3595
MEM 463.996094 1726230293.4597
MEM 464.468750 1726230293.5600
MEM 464.468750 1726230293.6603
MEM 464.468750 1726230293.7605
MEM 464.468750 1726230293.8608
MEM 464.468750 1726230293.9610
MEM 464.468750 1726230294.0613
MEM 464.468750 1726230294.1616
MEM 464.468750 1726230294.2618
MEM 464.468750 1726230294.3622
MEM 464.468750 1726230294.4624
MEM 464.929688 1726230294.5627
MEM 464.929688 1726230294.6630
MEM 464.929688 1726230294.7633
MEM 464.929688 1726230294.8635
MEM 464.929688 1726230294.9638
MEM 464.929688 1726230295.0640
MEM 464.929688 1726230295.1643
MEM 464.929688 1726230295.2646
MEM 464.929688 1726230295.3648
MEM 464.929688 1726230295.4651
MEM 465.406250 1726230295.5654
MEM 465.406250 1726230295.6656
MEM 465.406250 1726230295.7658
MEM 465.406250 1726230295.8660
MEM 465.406250 1726230295.9663
MEM 465.406250 1726230296.0666
MEM 465.406250 1726230296.1668
MEM 465.406250 1726230296.2671
MEM 465.406250 1726230296.3674
MEM 465.406250 1726230296.4677
MEM 465.953125 1726230296.5680
MEM 465.953125 1726230296.6682
MEM 465.953125 1726230296.7685
MEM 465.953125 1726230296.8687
MEM 465.953125 1726230296.9690
MEM 465.953125 1726230297.0692
MEM 465.953125 1726230297.1695
MEM 465.953125 1726230297.2697
MEM 465.953125 1726230297.3700
MEM 465.953125 1726230297.4702
MEM 466.000000 1726230297.5706
MEM 466.000000 1726230297.6709
MEM 466.000000 1726230297.7712
MEM 466.000000 1726230297.8715
MEM 466.000000 1726230297.9717
MEM 466.000000 1726230298.0720
MEM 466.000000 1726230298.1723
MEM 466.000000 1726230298.2726
MEM 466.000000 1726230298.3728
MEM 466.000000 1726230298.4731
MEM 465.992188 1726230298.5734
MEM 465.992188 1726230298.6737
MEM 465.992188 1726230298.7739
MEM 465.992188 1726230298.8741
MEM 465.992188 1726230298.9744
MEM 465.992188 1726230299.0747
MEM 465.992188 1726230299.1751
MEM 465.992188 1726230299.2754
MEM 465.992188 1726230299.3756
MEM 465.992188 1726230299.4760
MEM 466.089844 1726230299.5764
MEM 466.089844 1726230299.6766
MEM 466.089844 1726230299.7768
MEM 466.089844 1726230299.8771
MEM 466.089844 1726230299.9773
MEM 466.089844 1726230300.0776
MEM 466.089844 1726230300.1779
MEM 466.089844 1726230300.2781
MEM 466.089844 1726230300.3784
